add-none,5,100,1000,579697,579,-57
add-none,5,1000,10000,1822785,182,-569
add-none,5,10000,100000,22584942,225,-2320
add-none,5,100000,1000000,97601827,97,-28027
add-none,1,10,20,185790,9289,0
add-none,10,1,20,785393,39269,0
add-none,20,5,200,1612835,8064,0
add-none,10,10,200,846561,4232,0
add-none,5,100,1000,531724,531,7
add-none,5,1000,10000,2362592,236,-355
add-none,5,10000,100000,22015673,220,-2740
add-none,5,100000,1000000,149018909,149,-24220
add-none,1,20,40,157084,3927,0
add-none,10,2,40,1588650,39716,0
add-none,20,10,400,1578725,3946,0
add-none,10,20,400,1024253,2560,-5
add-none,5,100,1000,659973,659,6
add-none,5,1000,10000,2823563,282,-325
add-none,5,10000,100000,21936717,219,-1502
add-none,5,100000,1000000,163765511,163,-142840
add-none,1,30,60,191800,3196,0
add-none,10,3,60,1366309,22771,0
add-none,20,15,600,1449894,2416,0
add-none,10,30,600,947871,1579,-8
add-none,5,100,1000,554623,554,0
add-none,5,1000,10000,2593642,259,-479
add-none,5,10000,100000,21795158,217,-2333
add-none,5,100000,1000000,165273451,165,-135099
add-none,1,40,80,158435,1980,0
add-none,10,4,80,1071670,13395,0
add-none,20,20,800,1608983,2011,0
add-none,10,40,800,747184,933,0
add-none,5,100,1000,415155,415,0
add-none,5,1000,10000,2103391,210,-243
add-none,5,10000,100000,22276915,222,-4811
add-none,5,100000,1000000,161640957,161,-56091
add-none,1,50,100,161266,1612,0
add-none,10,5,100,940076,9400,0
add-none,20,25,1000,1579044,1579,19
add-none,10,50,1000,1076566,1076,-9
add-none,5,100,1000,573379,573,0
add-none,5,1000,10000,2442828,244,-73
add-none,5,10000,100000,23410739,234,-3894
add-none,5,100000,1000000,144686653,144,-23523
add-none,1,60,120,161129,1342,0
add-none,10,6,120,999622,8330,0
add-none,20,30,1200,1625121,1354,0
add-none,10,60,1200,891547,742,0
add-none,5,100,1000,604682,604,0
add-none,5,1000,10000,2585673,258,-364
add-none,5,10000,100000,22728755,227,-1703
add-none,5,100000,1000000,137551991,137,-22325
add-none,1,70,140,163847,1170,0
add-none,10,7,140,1201066,8579,-5
add-none,20,35,1400,1422280,1015,0
add-none,10,70,1400,735868,525,6
add-none,5,100,1000,540100,540,0
add-none,5,1000,10000,1399641,139,367
add-none,5,10000,100000,19091228,190,-8396
add-none,5,100000,1000000,151638749,151,-35805
add-none,1,80,160,152992,956,0
add-none,10,8,160,920318,5751,0
add-none,20,40,1600,1444691,902,10
add-none,10,80,1600,700422,437,0
add-none,5,100,1000,602349,602,-20
add-none,5,1000,10000,2368428,236,-296
add-none,5,10000,100000,21676778,216,-993
add-none,5,100000,1000000,133541577,133,-21198
add-none,1,90,180,160343,890,0
add-none,10,9,180,952317,5290,0
add-none,20,45,1800,1649901,916,0
add-none,10,90,1800,892492,495,-25
add-none,5,100,1000,483020,483,-19
add-none,5,1000,10000,2245191,224,-69
add-none,5,10000,100000,22989896,229,-3421
add-none,5,100000,1000000,160226865,160,-24899
add-none,1,100,200,152097,760,0
add-none,10,10,200,1023190,5115,0
add-none,20,50,2000,1624780,812,13
add-none,10,100,2000,954412,477,0
add-none,5,100,1000,560258,560,14
add-none,5,1000,10000,2006556,200,416
add-none,5,10000,100000,21899027,218,-4742
add-none,5,100000,1000000,100843117,100,-27543
add-none,1,110,220,160255,728,0
add-none,10,11,220,1076911,4895,-5
add-none,20,55,2200,1574931,715,0
add-none,10,110,2200,931973,423,-27
add-none,5,100,1000,455967,455,0
add-none,5,1000,10000,2188111,218,-162
add-none,5,10000,100000,31541652,315,-4287
add-none,5,100000,1000000,137535326,137,-25714
add-none,1,120,240,192640,802,0
add-none,10,12,240,1144009,4766,0
add-none,20,60,2400,1483169,617,0
add-none,10,120,2400,913428,380,0
add-none,5,100,1000,504585,504,19
add-none,5,1000,10000,2385883,238,-182
add-none,5,10000,100000,11807193,118,-3558
add-none,5,100000,1000000,105435473,105,-25415
add-none,1,130,260,162539,625,0
add-none,10,13,260,847165,3258,0
add-none,20,65,2600,1652274,635,0
add-none,10,130,2600,952130,366,-10
add-none,5,100,1000,566743,566,-3
add-none,5,1000,10000,2468381,246,-288
add-none,5,10000,100000,21696653,216,-1652
add-none,5,100000,1000000,153215038,153,-25700
add-none,1,140,280,167851,599,0
add-none,10,14,280,998855,3567,0
add-none,20,70,2800,1636458,584,-30
add-none,10,140,2800,913644,326,-16
add-none,5,100,1000,479279,479,3
add-none,5,1000,10000,2406748,240,-266
add-none,5,10000,100000,22310727,223,-2830
add-none,5,100000,1000000,163207029,163,-143007
add-none,1,150,300,129771,432,0
add-none,10,15,300,1336434,4454,0
add-none,20,75,3000,1516070,505,-19
add-none,10,150,3000,1033748,344,-46
add-none,5,100,1000,548226,548,0
add-none,5,1000,10000,2321104,232,87
add-none,5,10000,100000,11755926,117,-2232
add-none,5,100000,1000000,104897819,104,-24155
add-none,1,160,320,162210,506,0
add-none,10,16,320,982017,3068,-1
add-none,20,80,3200,1762706,550,-14
add-none,10,160,3200,930740,290,31
add-none,5,100,1000,565949,565,20
add-none,5,1000,10000,2367793,236,-63
add-none,5,10000,100000,23052523,230,-1445
add-none,5,100000,1000000,135537837,135,-26318
add-none,1,170,340,156654,460,0
add-none,10,17,340,980278,2883,0
add-none,20,85,3400,1601785,471,0
add-none,10,170,3400,696385,204,0
add-none,5,100,1000,616709,616,-16
add-none,5,1000,10000,1645322,164,178
add-none,5,10000,100000,24958681,249,-929
add-none,5,100000,1000000,127151814,127,-47245
add-none,1,180,360,163903,455,0
add-none,10,18,360,2550001,7083,0
add-none,20,90,3600,1608856,446,-6
add-none,10,180,3600,886793,246,-15
add-none,5,100,1000,553519,553,-12
add-none,5,1000,10000,2138726,213,-362
add-none,5,10000,100000,22018155,220,-1756
add-none,5,100000,1000000,145576535,145,-30702
add-none,1,190,380,118465,311,0
add-none,10,19,380,874149,2300,-2
add-none,20,95,3800,1478553,389,0
add-none,10,190,3800,1178232,310,-76
add-none,5,100,1000,551282,551,0
add-none,5,1000,10000,2392963,239,-647
add-none,5,10000,100000,11611425,116,-2373
add-none,5,100000,1000000,142965373,142,-38024
add-yield-none,2,10,40,313925,7848,0
add-yield-none,2,20,80,309692,3871,0
add-yield-none,2,40,160,381119,2381,33
add-yield-none,2,80,320,507713,1586,-11
add-yield-none,2,100,400,574507,1436,-30
add-yield-none,2,1000,4000,4078502,1019,-38
add-yield-none,2,10000,40000,35334816,883,-314
add-yield-none,2,100000,400000,252834833,632,-857
add-none,2,100,400,277121,692,-2
add-none,2,1000,4000,320016,80,0
add-none,2,10000,40000,2642969,66,2946
add-none,2,100000,400000,37014064,92,-14348
add-yield-none,4,10,80,548880,6861,0
add-yield-none,4,20,160,584313,3651,25
add-yield-none,4,40,320,793133,2478,21
add-yield-none,4,80,640,1124127,1756,0
add-yield-none,4,100,800,1243784,1554,71
add-yield-none,4,1000,8000,8409869,1051,82
add-yield-none,4,10000,80000,70409232,880,-1688
add-yield-none,4,100000,800000,511378848,639,-11751
add-none,4,100,800,527141,658,-82
add-none,4,1000,8000,860577,107,-225
add-none,4,10000,80000,15874040,198,2027
add-none,4,100000,800000,113370641,141,-15223
add-yield-none,8,10,160,2292383,14327,2
add-yield-none,8,20,320,1338712,4183,6
add-yield-none,8,40,640,1316855,2057,-19
add-yield-none,8,80,1280,2162523,1689,-5
add-yield-none,8,100,1600,2252893,1408,157
add-yield-none,8,1000,16000,16507890,1031,-2
add-yield-none,8,10000,160000,135165533,844,-158
add-yield-none,8,100000,1600000,101172309,63,-317
add-none,8,100,1600,939551,587,67
add-none,8,1000,16000,3656006,228,-170
add-none,8,10000,160000,56388642,352,-2499
add-none,8,100000,1600000,372829085,233,-21914
add-yield-none,16,10,320,1782266,5569,32
add-yield-none,16,20,640,2153337,3364,87
add-yield-none,16,40,1280,2702604,2111,191
add-yield-none,16,80,2560,4391150,1715,93
add-yield-none,16,100,3200,5072662,1585,197
add-yield-none,16,1000,32000,44646462,1395,12
add-yield-none,16,10000,320000,395864690,1237,-349
add-yield-none,16,100000,3200000,289370904,90,-14541
add-none,16,100,3200,1278267,399,54
add-none,16,1000,32000,11015086,344,-1134
add-none,16,10000,320000,152102560,475,-1026
add-none,16,100000,3200000,346813622,108,-59111
add-yield-m,1,100,200,298700,1493,0
add-yield-m,1,1000,2000,1547255,773,0
add-yield-m,1,10000,20000,14847620,742,0
add-yield-c,1,100,200,308443,1542,0
add-yield-c,1,1000,2000,1994848,997,0
add-yield-c,1,10000,20000,15736466,786,0
add-yield-s,1,20,40,190807,4770,0
add-yield-s,1,100,200,324595,1622,0
add-yield-s,1,1000,2000,2000711,1000,0
add-yield-none,1,1000,2000,1868999,934,0
add-yield-none,1,10000,20000,16012344,800,0
add-m,1,1000,2000,274896,137,0
add-m,1,10000,20000,1028900,51,0
add-c,1,1000,2000,209651,104,0
add-c,1,10000,20000,687339,34,0
add-s,1,1000,2000,257768,128,0
add-s,1,10000,20000,1252139,62,0
add-none,1,1000,2000,186380,93,0
add-none,1,10000,20000,463539,23,0
add-yield-m,2,100,400,1136230,2840,0
add-yield-m,2,1000,4000,11378783,2844,0
add-yield-m,2,10000,40000,106240372,2656,0
add-yield-c,2,100,400,858866,2147,0
add-yield-c,2,1000,4000,5845367,1461,0
add-yield-c,2,10000,40000,44030781,1100,0
add-yield-s,2,20,80,369912,4623,0
add-yield-s,2,100,400,932112,2330,0
add-yield-s,2,1000,4000,5976385,1494,0
add-yield-none,2,1000,4000,4084332,1021,-48
add-yield-none,2,10000,40000,32177576,804,-68
add-m,2,1000,4000,1005539,251,0
add-m,2,10000,40000,10162682,254,0
add-c,2,1000,4000,672300,168,0
add-c,2,10000,40000,10455083,261,0
add-s,2,1000,4000,2250381,562,0
add-s,2,10000,40000,25045208,626,0
add-none,2,1000,4000,597464,149,-113
add-none,2,10000,40000,3997852,99,149
add-yield-m,4,100,800,4808039,6010,0
add-yield-m,4,1000,8000,49849482,6231,0
add-yield-m,4,10000,80000,495877748,6198,0
add-yield-c,4,100,800,3204468,4005,0
add-yield-c,4,1000,8000,29942965,3742,0
add-yield-c,4,10000,80000,192819697,2410,0
add-yield-s,4,20,160,723297,4520,0
add-yield-s,4,100,800,3337372,4171,0
add-yield-s,4,1000,8000,41664497,5208,0
add-yield-none,4,1000,8000,8212844,1026,-15
add-yield-none,4,10000,80000,70805632,885,-839
add-m,4,1000,8000,3085524,385,0
add-m,4,10000,80000,60641939,758,0
add-c,4,1000,8000,3062581,382,0
add-c,4,10000,80000,26513355,331,0
add-s,4,1000,8000,16167058,2020,0
add-s,4,10000,80000,128491499,1606,0
add-none,4,1000,8000,1153939,144,-70
add-none,4,10000,80000,11996515,149,617
add-yield-m,8,100,1600,25169432,15730,0
add-yield-m,8,1000,16000,253958297,15872,0
add-yield-m,8,10000,160000,716841926,4480,0
add-yield-c,8,100,1600,10141690,6338,0
add-yield-c,8,1000,16000,107499791,6718,0
add-yield-c,8,10000,160000,791472401,4946,0
add-yield-s,8,20,320,2571138,8034,0
add-yield-s,8,100,1600,18691804,11682,0
add-yield-s,8,1000,16000,190554936,11909,0
add-yield-none,8,1000,16000,11902505,743,-108
add-yield-none,8,10000,160000,148181678,926,-239
add-m,8,1000,16000,14416848,901,0
add-m,8,10000,160000,199343987,1245,0
add-c,8,1000,16000,12055137,753,0
add-c,8,10000,160000,103517529,646,0
add-s,8,1000,16000,108049898,6753,0
add-s,8,10000,160000,40412325,252,0
add-none,8,1000,16000,2395470,149,271
add-none,8,10000,160000,48377015,302,-3135
add-yield-m,16,100,3200,108981042,34056,0
add-yield-m,16,1000,32000,335803387,10493,0
add-yield-m,16,10000,320000,3209848,10,0
add-yield-c,16,100,3200,34515952,10786,0
add-yield-c,16,1000,32000,436915600,13653,0
add-yield-c,16,10000,320000,951508317,2973,0
add-yield-s,16,20,640,15843513,24755,0
add-yield-s,16,100,3200,112140612,35043,0
add-yield-s,16,1000,32000,525990086,16437,0
add-yield-none,16,1000,32000,38673723,1208,-45
add-yield-none,16,10000,320000,381092051,1190,-685
add-m,16,1000,32000,51220876,1600,0
add-m,16,10000,320000,581362437,1816,0
add-c,16,1000,32000,43920613,1372,0
add-c,16,10000,320000,515542158,1611,0
add-s,16,1000,32000,433501217,13546,0
add-s,16,10000,320000,688750218,2152,0
add-none,16,1000,32000,10776584,336,-631
add-none,16,10000,320000,165578013,517,-1694
